Merek,Model,Varian,Spesifikasi,Value,Tab
daihatsu,grand-xenia,1-3-x-deluxe-mt,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-x-deluxe-mt,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-x-deluxe-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-x-deluxe-mt,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,luxio,1-5-d-mt,Kapasitas mesin,1495 cc,1
daihatsu,luxio,1-5-d-mt,Tenaga,96 hp,1
daihatsu,luxio,1-5-d-mt,Konsumsi BBM dalam kota (kmpl),10 kmpl,1
daihatsu,luxio,1-5-d-mt,Konsumsi BBM Tol,14 kmpl,1
daihatsu,luxio,1-5-d-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,luxio,1-5-d-mt,Torsi,134 Nm,1
daihatsu,luxio,1-5-d-mt,Girboks,5-Speed,4
daihatsu,luxio,1-5-d-mt,Jenis Transmisi,Manual,4
daihatsu,luxio,1-5-d-mt,Jumlah Silinder,4,5
daihatsu,luxio,1-5-d-mt,Katup per Silinder,4,5
daihatsu,luxio,1-5-d-mt,Konfigurasi Katup,DOHC,5
daihatsu,luxio,1-5-d-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,luxio,1-5-x-mt,Kapasitas mesin,1495 cc,1
daihatsu,luxio,1-5-x-mt,Tenaga,96 hp,1
daihatsu,luxio,1-5-x-mt,Konsumsi BBM dalam kota (kmpl),10 kmpl,1
daihatsu,luxio,1-5-x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,luxio,1-5-x-mt,Torsi,134 Nm,1
daihatsu,luxio,1-5-x-mt,Konsumsi BBM Tol,13 kmpl,1
daihatsu,luxio,1-5-x-mt,Girboks,5-Speed,4
daihatsu,luxio,1-5-x-mt,Jenis Transmisi,Manual,4
daihatsu,luxio,1-5-x-mt,Jumlah Silinder,4,5
daihatsu,luxio,1-5-x-mt,Katup per Silinder,4,5
daihatsu,luxio,1-5-x-mt,Konfigurasi Katup,DOHC,5
daihatsu,luxio,1-5-x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,luxio,1-5-x-at,Kapasitas mesin,1495 cc,1
daihatsu,luxio,1-5-x-at,Tenaga,96 hp,1
daihatsu,luxio,1-5-x-at,Konsumsi BBM dalam kota (kmpl),10.1 kmpl,1
daihatsu,luxio,1-5-x-at,Konsumsi BBM Tol,13.9 kmpl,1
daihatsu,luxio,1-5-x-at,Jenis Bahan Bakar,Bensin,1
daihatsu,luxio,1-5-x-at,Torsi,134 Nm,1
daihatsu,luxio,1-5-x-at,Girboks,4-Speed,4
daihatsu,luxio,1-5-x-at,Jenis Transmisi,Otomatis,4
daihatsu,luxio,1-5-x-at,Jumlah Silinder,4,5
daihatsu,luxio,1-5-x-at,Katup per Silinder,4,5
daihatsu,luxio,1-5-x-at,Konfigurasi Katup,DOHC,5
daihatsu,luxio,1-5-x-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,1-3-std,Kapasitas mesin,1298 cc,1
daihatsu,gran-max-pu,1-3-std,Tenaga,87 hp,1
daihatsu,gran-max-pu,1-3-std,Torsi,115 Nm,1
daihatsu,gran-max-pu,1-3-std,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,1-3-std,Girboks,5-Speed,4
daihatsu,gran-max-pu,1-3-std,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,1-3-std,Jumlah Silinder,4,5
daihatsu,gran-max-pu,1-3-std,Katup per Silinder,4,5
daihatsu,gran-max-pu,1-3-std,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,1-3-std,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,1-5-std,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-pu,1-5-std,Tenaga,96 hp,1
daihatsu,gran-max-pu,1-5-std,Torsi,134 Nm,1
daihatsu,gran-max-pu,1-5-std,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,1-5-std,Girboks,5-Speed,4
daihatsu,gran-max-pu,1-5-std,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,1-5-std,Jumlah Silinder,4,5
daihatsu,gran-max-pu,1-5-std,Katup per Silinder,4,5
daihatsu,gran-max-pu,1-5-std,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,1-5-std,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,1-5-std-acaps,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-pu,1-5-std-acaps,Tenaga,96 hp,1
daihatsu,gran-max-pu,1-5-std-acaps,Torsi,134 Nm,1
daihatsu,gran-max-pu,1-5-std-acaps,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,1-5-std-acaps,Girboks,5-Speed,4
daihatsu,gran-max-pu,1-5-std-acaps,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,1-5-std-acaps,Jumlah Silinder,4,5
daihatsu,gran-max-pu,1-5-std-acaps,Katup per Silinder,4,5
daihatsu,gran-max-pu,1-5-std-acaps,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,1-5-std-acaps,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,box-1-5-sliding,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-pu,box-1-5-sliding,Tenaga,96 hp,1
daihatsu,gran-max-pu,box-1-5-sliding,Torsi,134 Nm,1
daihatsu,gran-max-pu,box-1-5-sliding,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,box-1-5-sliding,Girboks,5-Speed,4
daihatsu,gran-max-pu,box-1-5-sliding,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,box-1-5-sliding,Jumlah Silinder,4,5
daihatsu,gran-max-pu,box-1-5-sliding,Katup per Silinder,4,5
daihatsu,gran-max-pu,box-1-5-sliding,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,box-1-5-sliding,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,1-3-3w,Kapasitas mesin,1298 cc,1
daihatsu,gran-max-pu,1-3-3w,Tenaga,87 hp,1
daihatsu,gran-max-pu,1-3-3w,Torsi,115 Nm,1
daihatsu,gran-max-pu,1-3-3w,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,1-3-3w,Girboks,5-Speed,4
daihatsu,gran-max-pu,1-3-3w,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,1-3-3w,Jumlah Silinder,4,5
daihatsu,gran-max-pu,1-3-3w,Katup per Silinder,4,5
daihatsu,gran-max-pu,1-3-3w,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,1-3-3w,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,1-5-3w,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-pu,1-5-3w,Tenaga,96 hp,1
daihatsu,gran-max-pu,1-5-3w,Torsi,134 Nm,1
daihatsu,gran-max-pu,1-5-3w,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,1-5-3w,Girboks,5-Speed,4
daihatsu,gran-max-pu,1-5-3w,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,1-5-3w,Jumlah Silinder,4,5
daihatsu,gran-max-pu,1-5-3w,Katup per Silinder,4,5
daihatsu,gran-max-pu,1-5-3w,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,1-5-3w,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,box-1-3-sliding,Kapasitas mesin,1298 cc,1
daihatsu,gran-max-pu,box-1-3-sliding,Tenaga,87 hp,1
daihatsu,gran-max-pu,box-1-3-sliding,Torsi,115 Nm,1
daihatsu,gran-max-pu,box-1-3-sliding,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,box-1-3-sliding,Girboks,5-Speed,4
daihatsu,gran-max-pu,box-1-3-sliding,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,box-1-3-sliding,Jumlah Silinder,4,5
daihatsu,gran-max-pu,box-1-3-sliding,Katup per Silinder,4,5
daihatsu,gran-max-pu,box-1-3-sliding,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,box-1-3-sliding,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-pu,box-1-5,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-pu,box-1-5,Tenaga,96 hp,1
daihatsu,gran-max-pu,box-1-5,Torsi,134 Nm,1
daihatsu,gran-max-pu,box-1-5,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-pu,box-1-5,Girboks,5-Speed,4
daihatsu,gran-max-pu,box-1-5,Jenis Transmisi,Manual,4
daihatsu,gran-max-pu,box-1-5,Jumlah Silinder,4,5
daihatsu,gran-max-pu,box-1-5,Katup per Silinder,4,5
daihatsu,gran-max-pu,box-1-5,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-pu,box-1-5,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-mb,1-3-d-ff-fh,Kapasitas mesin,1298 cc,1
daihatsu,gran-max-mb,1-3-d-ff-fh,Tenaga,87 hp,1
daihatsu,gran-max-mb,1-3-d-ff-fh,Torsi,115 Nm,1
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-mb,1-3-d-ff-fh,Girboks,5-Speed,4
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis Transmisi,Manual,4
daihatsu,gran-max-mb,1-3-d-ff-fh,Jenis penggerak,FWD,4
daihatsu,gran-max-mb,1-3-d-ff-fh,Jumlah Silinder,4,5
daihatsu,gran-max-mb,1-3-d-ff-fh,Katup per Silinder,4,5
daihatsu,gran-max-mb,1-3-d-ff-fh,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-mb,1-3-d-ff-fh,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-mb,1-3-d-ff-fh,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC",5
daihatsu,gran-max-mb,1-3-d-fh,Kapasitas mesin,1298 cc,1
daihatsu,gran-max-mb,1-3-d-fh,Tenaga,87 hp,1
daihatsu,gran-max-mb,1-3-d-fh,Torsi,115 Nm,1
daihatsu,gran-max-mb,1-3-d-fh,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-mb,1-3-d-fh,Girboks,5-Speed,4
daihatsu,gran-max-mb,1-3-d-fh,Jenis Transmisi,Manual,4
daihatsu,gran-max-mb,1-3-d-fh,Jenis penggerak,FWD,4
daihatsu,gran-max-mb,1-3-d-fh,Jumlah Silinder,4,5
daihatsu,gran-max-mb,1-3-d-fh,Katup per Silinder,4,5
daihatsu,gran-max-mb,1-3-d-fh,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-mb,1-3-d-fh,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-mb,1-3-d-fh,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC",5
daihatsu,gran-max-mb,1-5-d-ps-fh,Kapasitas mesin,1495 cc,1
daihatsu,gran-max-mb,1-5-d-ps-fh,Tenaga,96 hp,1
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis Bahan Bakar,Bensin,1
daihatsu,gran-max-mb,1-5-d-ps-fh,Torsi,134 Nm,1
daihatsu,gran-max-mb,1-5-d-ps-fh,Girboks,5-Speed,4
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis Transmisi,Manual,4
daihatsu,gran-max-mb,1-5-d-ps-fh,Jenis penggerak,FWD,4
daihatsu,gran-max-mb,1-5-d-ps-fh,Jumlah Silinder,4,5
daihatsu,gran-max-mb,1-5-d-ps-fh,Katup per Silinder,4,5
daihatsu,gran-max-mb,1-5-d-ps-fh,Konfigurasi Katup,DOHC,5
daihatsu,gran-max-mb,1-5-d-ps-fh,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,gran-max-mb,1-5-d-ps-fh,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC",5
honda,brio,satya-s,Kapasitas mesin,1199 cc,1
honda,brio,satya-s,Tenaga,89 hp,1
honda,brio,satya-s,Konsumsi BBM Tol,22.5 kmpl,1
honda,brio,satya-s,Konsumsi BBM,20 kmpl,1
honda,brio,satya-s,Jenis Bahan Bakar,Bensin,1
honda,brio,satya-s,Torsi,110 Nm,1
honda,brio,satya-s,Konsumsi BBM dalam kota (kmpl),14.2 kmpl,1
honda,brio,satya-s,Girboks,5-Speed,4
honda,brio,satya-s,Jenis Transmisi,Manual,4
honda,brio,satya-s,Jenis penggerak,FWD,4
honda,brio,satya-s,Jumlah Silinder,4,5
honda,brio,satya-s,Katup per Silinder,4,5
honda,brio,satya-s,Konfigurasi Katup,SOHC,5
honda,brio,satya-s,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,brio,satya-s,Rasio Kompresi,10.1:1,5
honda,brio,satya-s,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,brio,satya-e-cvt,Kapasitas mesin,1199 cc,1
honda,brio,satya-e-cvt,Tenaga,89 hp,1
honda,brio,satya-e-cvt,Konsumsi BBM,20 kmpl,1
honda,brio,satya-e-cvt,Torsi,110 Nm,1
honda,brio,satya-e-cvt,Jenis Bahan Bakar,Bensin,1
honda,brio,satya-e-cvt,Girboks,Variable Speed,4
honda,brio,satya-e-cvt,Jenis Transmisi,CVT,4
honda,brio,satya-e-cvt,Jenis penggerak,FWD,4
honda,brio,satya-e-cvt,Jumlah Silinder,4,5
honda,brio,satya-e-cvt,Katup per Silinder,4,5
honda,brio,satya-e-cvt,Konfigurasi Katup,SOHC,5
honda,brio,satya-e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,brio,satya-e-cvt,Rasio Kompresi,10.1:1,5
honda,brio,satya-e-cvt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,brio,satya-e,Kapasitas mesin,1199 cc,1
honda,brio,satya-e,Tenaga,89 hp,1
honda,brio,satya-e,Konsumsi BBM Tol,22.5 kmpl,1
honda,brio,satya-e,Konsumsi BBM,20 kmpl,1
honda,brio,satya-e,Jenis Bahan Bakar,Bensin,1
honda,brio,satya-e,Torsi,110 Nm,1
honda,brio,satya-e,Konsumsi BBM dalam kota (kmpl),14.2 kmpl,1
honda,brio,satya-e,Girboks,5-Speed,4
honda,brio,satya-e,Jenis Transmisi,Manual,4
honda,brio,satya-e,Jenis penggerak,FWD,4
honda,brio,satya-e,Jumlah Silinder,4,5
honda,brio,satya-e,Katup per Silinder,4,5
honda,brio,satya-e,Konfigurasi Katup,SOHC,5
honda,brio,satya-e,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,brio,satya-e,Rasio Kompresi,10.1:1,5
honda,brio,satya-e,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,brio,rs,Kapasitas mesin,1199 cc,1
honda,brio,rs,Tenaga,89 hp,1
honda,brio,rs,Konsumsi BBM,20 kmpl,1
honda,brio,rs,Torsi,110 Nm,1
honda,brio,rs,Jenis Bahan Bakar,Bensin,1
honda,brio,rs,Girboks,5-Speed,4
honda,brio,rs,Jenis penggerak,FWD,4
honda,brio,rs,Jenis Transmisi,Manual,4
honda,brio,rs,Jumlah Silinder,4,5
honda,brio,rs,Katup per Silinder,4,5
honda,brio,rs,Konfigurasi Katup,SOHC,5
honda,brio,rs,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,brio,rs,Rasio Kompresi,10.1:1,5
honda,brio,rs,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,brio,rs-cvt,Kapasitas mesin,1199 cc,1
honda,brio,rs-cvt,Tenaga,89 hp,1
honda,brio,rs-cvt,Konsumsi BBM,20 kmpl,1
honda,brio,rs-cvt,Torsi,110 Nm,1
honda,brio,rs-cvt,Jenis Bahan Bakar,Bensin,1
honda,brio,rs-cvt,Girboks,Variable Speed,4
honda,brio,rs-cvt,Jenis penggerak,FWD,4
honda,brio,rs-cvt,Jenis Transmisi,CVT,4
honda,brio,rs-cvt,Jumlah Silinder,4,5
honda,brio,rs-cvt,Katup per Silinder,4,5
honda,brio,rs-cvt,Konfigurasi Katup,SOHC,5
honda,brio,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,brio,rs-cvt,Rasio Kompresi,10.1:1,5
honda,brio,rs-cvt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,hr-v,1-5l-s-cvt,Kapasitas mesin,1497 cc,1
honda,hr-v,1-5l-s-cvt,Tenaga,118 hp,1
honda,hr-v,1-5l-s-cvt,Jenis Bahan Bakar,Bensin,1
honda,hr-v,1-5l-s-cvt,Torsi,145 Nm,1
honda,hr-v,1-5l-s-cvt,Girboks,Variable Speed,4
honda,hr-v,1-5l-s-cvt,Jenis Transmisi,CVT,4
honda,hr-v,1-5l-s-cvt,Jumlah Silinder,4,5
honda,hr-v,1-5l-s-cvt,Katup per Silinder,4,5
honda,hr-v,1-5l-s-cvt,Konfigurasi Katup,SOHC,5
honda,hr-v,1-5l-s-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,hr-v,1-5l-s-cvt,Rasio Kompresi,10.3:1,5
honda,hr-v,1-5l-s-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,hr-v,1-5l-s,Kapasitas mesin,1497 cc,1
honda,hr-v,1-5l-s,Tenaga,118 hp,1
honda,hr-v,1-5l-s,Jenis Bahan Bakar,Bensin,1
honda,hr-v,1-5l-s,Torsi,145 Nm,1
honda,hr-v,1-5l-s,Girboks,6-Speed,4
honda,hr-v,1-5l-s,Jenis Transmisi,Manual,4
honda,hr-v,1-5l-s,Jumlah Silinder,4,5
honda,hr-v,1-5l-s,Katup per Silinder,4,5
honda,hr-v,1-5l-s,Konfigurasi Katup,SOHC,5
honda,hr-v,1-5l-s,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,hr-v,1-5l-s,Rasio Kompresi,10.3:1,5
honda,hr-v,1-5l-s,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,hr-v,1-5l-e-cvt,Kapasitas mesin,1497 cc,1
honda,hr-v,1-5l-e-cvt,Tenaga,118 hp,1
honda,hr-v,1-5l-e-cvt,Torsi,145 Nm,1
honda,hr-v,1-5l-e-cvt,Jenis Bahan Bakar,Bensin,1
honda,hr-v,1-5l-e-cvt,Girboks,Variable Speed,4
honda,hr-v,1-5l-e-cvt,Jenis Transmisi,CVT,4
honda,hr-v,1-5l-e-cvt,Jumlah Silinder,4,5
honda,hr-v,1-5l-e-cvt,Katup per Silinder,4,5
honda,hr-v,1-5l-e-cvt,Konfigurasi Katup,SOHC,5
honda,hr-v,1-5l-e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,hr-v,1-5l-e-cvt,Rasio Kompresi,10.3:1,5
honda,hr-v,1-5l-e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,hr-v,1-8l-prestige,Kapasitas mesin,1799 cc,1
honda,hr-v,1-8l-prestige,Tenaga,137 hp,1
honda,hr-v,1-8l-prestige,Torsi,169 Nm,1
honda,hr-v,1-8l-prestige,Jenis Bahan Bakar,Bensin,1
honda,hr-v,1-8l-prestige,Girboks,Variable Speed,4
honda,hr-v,1-8l-prestige,Jenis Transmisi,CVT,4
honda,hr-v,1-8l-prestige,Jumlah Silinder,4,5
honda,hr-v,1-8l-prestige,Katup per Silinder,4,5
honda,hr-v,1-8l-prestige,Konfigurasi Katup,SOHC,5
honda,hr-v,1-8l-prestige,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,hr-v,1-8l-prestige,Rasio Kompresi,9.7:1,5
honda,hr-v,1-8l-prestige,Mesin,"1.8L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,hr-v,1-5l-e-cvt-special-edition,Kapasitas mesin,1497 cc,1
honda,hr-v,1-5l-e-cvt-special-edition,Tenaga,118 hp,1
honda,hr-v,1-5l-e-cvt-special-edition,Torsi,145 Nm,1
honda,hr-v,1-5l-e-cvt-special-edition,Jenis Bahan Bakar,Bensin,1
honda,hr-v,1-5l-e-cvt-special-edition,Girboks,Variable Speed,4
honda,hr-v,1-5l-e-cvt-special-edition,Jenis Transmisi,CVT,4
honda,hr-v,1-5l-e-cvt-special-edition,Jumlah Silinder,4,5
honda,hr-v,1-5l-e-cvt-special-edition,Katup per Silinder,4,5
honda,hr-v,1-5l-e-cvt-special-edition,Konfigurasi Katup,SOHC,5
honda,hr-v,1-5l-e-cvt-special-edition,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,hr-v,1-5l-e-cvt-special-edition,Rasio Kompresi,10.3:1,5
honda,hr-v,1-5l-e-cvt-special-edition,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,mobilio,s-mt,Kapasitas mesin,1496 cc,1
honda,mobilio,s-mt,Tenaga,116 hp,1
honda,mobilio,s-mt,Jenis Bahan Bakar,Bensin,1
honda,mobilio,s-mt,Torsi,145 Nm,1
honda,mobilio,s-mt,Girboks,5-Speed,4
honda,mobilio,s-mt,Jenis Transmisi,Manual,4
honda,mobilio,s-mt,Jumlah Silinder,4,5
honda,mobilio,s-mt,Katup per Silinder,4,5
honda,mobilio,s-mt,Konfigurasi Katup,SOHC,5
honda,mobilio,s-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,mobilio,s-mt,Rasio Kompresi,10.3:1,5
honda,mobilio,s-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,mobilio,e-mt,Kapasitas mesin,1496 cc,1
honda,mobilio,e-mt,Tenaga,116 hp,1
honda,mobilio,e-mt,Torsi,145 Nm,1
honda,mobilio,e-mt,Jenis Bahan Bakar,Bensin,1
honda,mobilio,e-mt,Girboks,5-Speed,4
honda,mobilio,e-mt,Jenis Transmisi,Manual,4
honda,mobilio,e-mt,Jumlah Silinder,4,5
honda,mobilio,e-mt,Katup per Silinder,4,5
honda,mobilio,e-mt,Konfigurasi Katup,SOHC,5
honda,mobilio,e-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,mobilio,e-mt,Rasio Kompresi,10.3:1,5
honda,mobilio,e-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,mobilio,e-cvt,Kapasitas mesin,1496 cc,1
honda,mobilio,e-cvt,Tenaga,116 hp,1
honda,mobilio,e-cvt,Jenis Bahan Bakar,Bensin,1
honda,mobilio,e-cvt,Torsi,145 Nm,1
honda,mobilio,e-cvt,Girboks,Variable Speed,4
honda,mobilio,e-cvt,Jenis Transmisi,CVT,4
honda,mobilio,e-cvt,Jumlah Silinder,4,5
honda,mobilio,e-cvt,Katup per Silinder,4,5
honda,mobilio,e-cvt,Konfigurasi Katup,SOHC,5
honda,mobilio,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,mobilio,e-cvt,Rasio Kompresi,10.3:1,5
honda,mobilio,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,mobilio,rs-mt,Kapasitas mesin,1496 cc,1
honda,mobilio,rs-mt,Tenaga,116 hp,1
honda,mobilio,rs-mt,Torsi,145 Nm,1
honda,mobilio,rs-mt,Jenis Bahan Bakar,Bensin,1
honda,mobilio,rs-mt,Girboks,5-Speed,4
honda,mobilio,rs-mt,Jenis Transmisi,Manual,4
honda,mobilio,rs-mt,Jumlah Silinder,4,5
honda,mobilio,rs-mt,Katup per Silinder,4,5
honda,mobilio,rs-mt,Konfigurasi Katup,SOHC,5
honda,mobilio,rs-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,mobilio,rs-mt,Rasio Kompresi,10.3:1,5
honda,mobilio,rs-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,mobilio,rs-cvt,Kapasitas mesin,1496 cc,1
honda,mobilio,rs-cvt,Tenaga,116 hp,1
honda,mobilio,rs-cvt,Torsi,145 Nm,1
honda,mobilio,rs-cvt,Jenis Bahan Bakar,Bensin,1
honda,mobilio,rs-cvt,Girboks,Variable Speed,4
honda,mobilio,rs-cvt,Jenis Transmisi,CVT,4
honda,mobilio,rs-cvt,Jumlah Silinder,4,5
honda,mobilio,rs-cvt,Katup per Silinder,4,5
honda,mobilio,rs-cvt,Konfigurasi Katup,SOHC,5
honda,mobilio,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,mobilio,rs-cvt,Rasio Kompresi,10.3:1,5
honda,mobilio,rs-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,br-v,e-cvt,Kapasitas mesin,1497 cc,1
honda,br-v,e-cvt,Tenaga,118 hp,1
honda,br-v,e-cvt,Torsi,145 Nm,1
honda,br-v,e-cvt,Jenis Bahan Bakar,Bensin,1
honda,br-v,e-cvt,Girboks,Variable Speed,4
honda,br-v,e-cvt,Jenis penggerak,FWD,4
honda,br-v,e-cvt,Jenis Transmisi,CVT,4
honda,br-v,e-cvt,Jumlah Silinder,4,5
honda,br-v,e-cvt,Katup per Silinder,4,5
honda,br-v,e-cvt,Konfigurasi Katup,SOHC,5
honda,br-v,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,br-v,e-cvt,Rasio Kompresi,10.3:1,5
honda,br-v,e-cvt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,br-v,prestige-cvt,Kapasitas mesin,1497 cc,1
honda,br-v,prestige-cvt,Tenaga,118 hp,1
honda,br-v,prestige-cvt,Torsi,145 Nm,1
honda,br-v,prestige-cvt,Jenis Bahan Bakar,Bensin,1
honda,br-v,prestige-cvt,Girboks,Variable Speed,4
honda,br-v,prestige-cvt,Jenis penggerak,FWD,4
honda,br-v,prestige-cvt,Jenis Transmisi,CVT,4
honda,br-v,prestige-cvt,Jumlah Silinder,4,5
honda,br-v,prestige-cvt,Katup per Silinder,4,5
honda,br-v,prestige-cvt,Konfigurasi Katup,SOHC,5
honda,br-v,prestige-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,br-v,prestige-cvt,Rasio Kompresi,10.3:1,5
honda,br-v,prestige-cvt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,br-v,s-6mt,Kapasitas mesin,1497 cc,1
honda,br-v,s-6mt,Tenaga,118 hp,1
honda,br-v,s-6mt,Torsi,145 Nm,1
honda,br-v,s-6mt,Jenis Bahan Bakar,Bensin,1
honda,br-v,s-6mt,Girboks,6-Speed,4
honda,br-v,s-6mt,Jenis penggerak,FWD,4
honda,br-v,s-6mt,Jenis Transmisi,Manual,4
honda,br-v,s-6mt,Jumlah Silinder,4,5
honda,br-v,s-6mt,Katup per Silinder,4,5
honda,br-v,s-6mt,Konfigurasi Katup,SOHC,5
honda,br-v,s-6mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,br-v,s-6mt,Rasio Kompresi,10.3:1,5
honda,br-v,s-6mt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,br-v,e-mt,Kapasitas mesin,1497 cc,1
honda,br-v,e-mt,Tenaga,118 hp,1
honda,br-v,e-mt,Jenis Bahan Bakar,Bensin,1
